year,COWcode,v2x_polyarchy,e_pt_coup,e_wb_pop,e_peinfmor,e_mipopula,e_pop,e_gdppc,e_peaveduc
1982,910,0.543,0,3768489,74,3157.931,400.708,2.509,
1983,910,0.543,0,3871490,72.6,3241.288,412.289,2.494,
1984,910,0.543,0,3975950,71.3,3324.645,421.614,2.483,
1985,910,0.543,0,4081022,70.2,3408.002,432.892,2.466,
1986,910,0.543,0,4186499,69.1,3491.359,445.116,2.472,
1987,910,0.533,0,4292575,68.1,3574.716,455.992,2.468,
1988,910,0.525,0,4399320,67.1,3658.073,465.671,2.472,
1989,910,0.527,0,4506996,66.2,3741.43,477.673,2.451,
1990,910,0.527,1,4615843,65.3,3824.787,487.105,2.444,
1991,910,0.527,0,4725543,64.4,3935.708,501.957,2.555,
1992,910,0.52,0,4836216,63.4,4046.63,516.263,2.738,
1993,910,0.514,0,4949053,62.6,4157.551,531.937,2.959,
1994,910,0.514,0,5065664,61.9,4268.472,544.132,3.075,
1995,910,0.514,0,5187063,61.2,4379.394,555.48,3.087,
1996,910,0.514,0,5314258,60.5,4490.315,570.672,3.084,
1997,910,0.512,0,5446633,59.9,4601.236,584.278,2.989,
1998,910,0.511,0,5581767,59.3,4712.157,594.093,2.888,
1999,910,0.511,0,5716166,58.8,4823.079,608.259,2.792,
2000,910,0.511,0,5847590,58.3,4934,617.455,2.714,
2001,910,0.511,0,5974627,57.8,,630.801,2.667,
2002,910,0.513,0,6098621,57.3,,644.646,2.63,
2003,910,0.515,0,6223378,56.7,,657.581,2.637,
2004,910,0.51,0,6354247,56.2,,674.931,2.642,
2005,910,0.51,0,6494902,55.6,,691.205,2.702,
2006,910,0.51,0,6646891,54.7,,707.784,2.789,
2007,910,0.471,0,6808503,53.8,,724.328,2.863,
2008,910,0.432,0,6976200,52.7,,738.785,2.892,
2009,910,0.432,0,7144774,51.6,,757.766,2.986,
2010,910,0.437,0,7310512,50.3,,776.033,3.117,
2011,910,0.434,0,7472196,49.2,,792.509,3.19,
2012,910,0.423,1,7631003,48,,807.326,3.282,
2013,910,0.413,0,7788388,47,,826.345,3.372,
2014,910,0.412,0,7946733,45.7,,845.431,3.585,
2015,910,0.409,0,8107772,44.5,,865.02,3.745,
2016,910,0.409,0,8271766,,,882.316,3.89,
2017,910,0.413,0,8438038,,,897.397,3.97,
2018,910,0.426,0,8606324,,,905.592,3.988,
2019,910,0.428,0,8776119,,,914.875,4.035,
2020,910,0.425,0,8947027,,,,,
2021,910,0.425,0,,,,,,
1900,694,0.011,,,,,,,
1901,694,0.011,,,,,,,
1902,694,0.011,,,,,,,
1903,694,0.011,,,,,,,
1904,694,0.011,,,,,,,
1905,694,0.011,,,,,,,
1906,694,0.011,,,,,,,
1907,694,0.011,,,,,,,
1908,694,0.011,,,,,,,
1909,694,0.011,,,,,,,
1910,694,0.011,,,,17.897,,,
1911,694,0.011,,,,18.077,,,
1912,694,0.011,,,,18.257,,,
1913,694,0.011,,,,18.437,,,
1914,694,0.011,,,,18.617,,,
1915,694,0.011,,,,18.798,,,
1916,694,0.011,,,,18.978,,,
1917,694,0.011,,,,19.158,,,
1918,694,0.013,,,,19.338,,,
1919,694,0.013,,,,19.518,,,
1920,694,0.013,,,,19.698,,,
1921,694,0.013,,,,19.878,,,
1922,694,0.013,,,,20.058,,,
1923,694,0.013,,,,20.238,,,
1924,694,0.013,,,,20.418,,,
1925,694,0.013,,,,20.598,,,
1926,694,0.013,,,,20.779,,,
1927,694,0.013,,,,20.959,,,
1928,694,0.013,,,,21.139,,,
1929,694,0.013,,,,21.319,,,
1930,694,0.013,,,,21.499,,,
1931,694,0.013,,,,21.679,,,
1932,694,0.013,,,,21.859,,,
1933,694,0.013,,,,22.039,,,
1934,694,0.013,,,,22.219,,,
1935,694,0.013,,,,22.4,,,
1936,694,0.013,,,,22.58,,,
1937,694,0.013,,,,22.76,,,
1938,694,0.013,,,,22.94,,,
1939,694,0.013,,,,23.12,,,
1940,694,0.012,,,,23.3,,,
1941,694,0.012,,,,23.48,,,
1942,694,0.012,,,,23.66,,,
1943,694,0.012,,,,23.84,,,
1944,694,0.012,,,,24.02,,,
1945,694,0.012,,,,24.2,,,
1946,694,0.012,,,,24.381,,,
1947,694,0.012,,,,24.561,,,
1948,694,0.012,,,,24.741,,,
1949,694,0.012,,,,24.921,,,
1950,694,0.014,,,,25.101,2.95,50.762,
1951,694,0.014,,,,27.191,3.026,51.153,
1952,694,0.014,,,,29.281,3.173,51.959,
1953,694,0.014,,,,31.371,3.334,52.352,
1954,694,0.014,,,,33.461,3.528,52.954,
1955,694,0.014,,,,35.55,3.733,53.085,
1956,694,0.014,,,,37.64,3.944,53.172,
1957,694,0.014,,,,39.73,4.18,53.177,
1958,694,0.014,,,,41.82,4.413,53.276,
1959,694,0.014,,,,43.91,4.693,53.044,
1960,694,0.014,,47383,94,46,5.029,52.793,
1961,694,0.014,,51427,89.5,52.9,5.416,52.308,
1962,694,0.013,,56266,85,59.8,5.889,51.549,
1963,694,0.013,,61721,80.5,66.7,6.429,51.17,
1964,694,0.013,,67562,76,73.6,7.037,51.907,
1965,694,0.013,,73631,71.5,80.5,7.721,53.333,
1966,694,0.013,,79850,67,87.4,8.405,56.85,
1967,694,0.013,,86298,62.5,94.3,9.174,61.022,
1968,694,0.013,,93206,58,101.2,10.038,66.143,
1969,694,0.013,,100880,53.5,108.1,10.989,72.238,
1970,694,0.017,,109521,50.4,115,12.125,81.59,
1971,694,0.017,0,119413,47.5,127.2,13.107,87.77,
1972,694,0.018,2,130505,44.8,139.4,14.163,93.119,
1973,694,0.018,0,142181,42.2,151.6,15.202,99.172,
1974,694,0.018,0,153624,39.9,163.8,16.163,109.618,
1975,694,0.018,0,164314,37.7,176,17.206,111.851,
1976,694,0.018,0,173716,35.8,188.2,18.296,110.799,
1977,694,0.018,0,182319,34,200.4,19.348,103.954,
1978,694,0.017,0,191947,32.4,212.6,20.656,100.505,
1979,694,0.017,0,205172,31,224.8,22.205,97.045,
1980,694,0.017,0,223622,29.7,237,23.974,91.012,
1981,694,0.017,0,247984,28.4,257.9,26.267,79.896,
1982,694,0.017,0,277229,27.2,278.8,28.713,65.226,
1983,694,0.017,0,309299,26,299.7,31.744,53.826,
1984,694,0.017,0,341272,24.8,320.6,35.112,46.454,
1985,694,0.017,0,370886,23.7,341.5,38.345,39.521,
1986,694,0.017,0,397739,22.5,362.4,41.223,33.348,
1987,694,0.017,0,422154,21.3,383.3,43.906,31.247,
1988,694,0.017,0,443611,20.1,404.2,46.315,30.353,
1989,694,0.017,0,461688,18.9,425.1,48.45,30.511,
1990,694,0.017,0,476275,17.8,446,50.216,30.724,
1991,694,0.017,0,487354,16.7,464.1,51.23,30.107,
1992,694,0.017,0,495403,15.6,482.2,52.145,31.074,
1993,694,0.017,0,501479,14.7,500.3,52.577,31.036,
1994,694,0.017,0,507044,13.9,518.4,53.02,31.578,
1995,694,0.017,2,513447,13.2,536.5,53.586,32.922,
1996,694,0.018,1,522531,12.5,554.6,54.412,35.351,
1997,694,0.018,0,535320,12,572.7,55.883,40.574,
1998,694,0.018,0,551566,11.5,590.8,57.197,44.601,
1999,694,0.018,0,570486,11.1,608.9,59.304,50.617,
2000,694,0.02,0,592467,10.6,627,62.384,58.925,
2001,694,0.02,0,615013,10.2,,64.915,62.616,
2002,694,0.02,0,640872,9.8,,67.958,65.921,
2003,694,0.02,0,681791,9.5,,73.483,70.807,
2004,694,0.082,0,753332,9.2,,81.621,76.865,
2005,694,0.082,0,865410,8.9,,93.024,80.793,
2006,694,0.082,0,1022704,8.6,,109.245,85.872,
2007,694,0.082,0,1218441,8.4,,128.111,88.739,
2008,694,0.082,0,1436670,8.1,,149.47,91.469,
2009,694,0.082,0,1654944,7.9,,170.19,89.606,
2010,694,0.082,0,1856329,7.7,,191.839,94.4,
2011,694,0.083,0,2035862,7.5,,212.088,100.329,
2012,694,0.084,0,2196078,7.3,,228.62,100.865,
2013,694,0.083,0,2336579,7.2,,243.449,98.917,
2014,694,0.084,0,2459202,7,,253.978,95.278,
2015,694,0.083,0,2565708,6.8,,262.859,91.206,
2016,694,0.082,0,2654379,,,271.34,88.883,
2017,694,0.083,0,2724727,,,281.22,85.704,
2018,694,0.083,0,2781682,,,290.423,83.999,
2019,694,0.081,0,2832071,,,296.09,80.19,
2020,694,0.081,0,2881060,,,,,
2021,694,0.065,0,,,,,,
1900,451,0.075,,,,1071.282,,,0.27
1901,451,0.075,,,,1079.022,,,0.271
1902,451,0.075,,,,1086.761,,,0.272
1903,451,0.075,,,,1094.501,,,0.273
1904,451,0.075,,,,1102.241,,,0.274
1905,451,0.075,,,,1109.981,,,0.275
1906,451,0.075,,,,1117.72,,,0.276
1907,451,0.075,,,,1125.46,,,0.277
1908,451,0.075,,,,1133.2,,,0.278
1909,451,0.075,,,,1140.939,,,0.279
1910,451,0.075,,,,1148.679,,,0.28
1911,451,0.075,,,,1155.76,,,0.279
1912,451,0.075,,,,1162.841,,,0.278
1913,451,0.075,,,,1169.923,,,0.277
1914,451,0.075,,,,1177.004,,,0.276
1915,451,0.075,,,,1184.085,,,0.275
1916,451,0.075,,,,1191.166,,,0.274
1917,451,0.075,,,,1198.247,,,0.273
1918,451,0.075,,,,1205.329,,,0.272
1919,451,0.075,,,,1212.41,,,0.271
1920,451,0.075,,,,1219.491,,,0.27
1921,451,0.075,,,,1239.069,,,0.268
1922,451,0.075,,,,1258.647,,,0.266
1923,451,0.075,,,,1278.224,,,0.264
1924,451,0.075,,,,1297.802,,,0.262
1925,451,0.078,,,,1317.38,,,0.26
1926,451,0.078,,,,1336.958,,,0.258
1927,451,0.078,,,,1356.536,,,0.256
1928,451,0.078,,,,1376.113,,,0.254
1929,451,0.078,,,,1395.691,,,0.252
1930,451,0.078,,,,1415.269,,,0.25
1931,451,0.078,,,,1436.379,,,0.251
1932,451,0.078,,,,1457.489,,,0.252
1933,451,0.078,,,,1478.598,,,0.253
1934,451,0.078,,,,1499.708,,,0.254
1935,451,0.078,,,,1520.818,,,0.255
1936,451,0.078,,,,1541.928,,,0.256
1937,451,0.078,,,,1563.038,,,0.257
1938,451,0.078,,,,1584.147,,,0.258
1939,451,0.078,,,,1605.257,,,0.259
1940,451,0.078,,,,1626.367,,,0.26
1941,451,0.078,,,,1658.13,,,0.272
1942,451,0.078,,,,1689.894,,,0.284
1943,451,0.078,,,,1721.657,,,0.296
1944,451,0.078,,,,1753.42,,,0.308
1945,451,0.078,,,,1785.184,,,0.32
1946,451,0.078,,,,1816.947,,,0.332
1947,451,0.078,,,,1848.71,,,0.344
1948,451,0.082,,,,1880.473,,,0.356
1949,451,0.082,,,,1912.237,,,0.368
1950,451,0.082,,,,1944,226.838,1.269,0.38
1951,451,0.134,,,,1975.2,228.007,1.278,0.422
1952,451,0.157,,,,2006.4,230.089,1.296,0.464
1953,451,0.162,,,,2037.6,232.349,1.311,0.506
1954,451,0.162,,,,2068.8,235.161,1.347,0.548
1955,451,0.164,,,218,2100,237.722,1.363,0.59
1956,451,0.164,,,218,2131.2,240.641,1.387,0.632
1957,451,0.167,,,230,2162.4,243.172,1.401,0.674
1958,451,0.226,,,226,2193.6,246.048,1.399,0.716
1959,451,0.226,,,223,2224.8,248.376,1.393,0.758
1960,451,0.239,,2317638,224,2256,247.971,1.353,0.8
1961,451,0.337,0,2352370,221,2309.331,247.239,1.279,0.835
1962,451,0.36,0,2388759,218,2362.661,250.548,1.29,0.87
1963,451,0.368,0,2426864,214,2415.992,255.851,1.314,0.905
1964,451,0.372,0,2466671,211,2469.322,261.606,1.372,0.94
1965,451,0.368,0,2508226,208,2522.653,265.725,1.407,0.975
1966,451,0.368,0,2551580,204,2575.984,268.417,1.422,1.01
1967,451,0.248,2,2596798,201,2629.314,271.25,1.404,1.045
1968,451,0.172,2,2644011,197,2682.645,276.127,1.444,1.08
1969,451,0.165,0,2693344,194,2735.975,280.571,1.509,1.115
1970,451,0.165,0,2744890,191,2789.306,287.629,1.592,1.15
1971,451,0.202,1,2798727,188,2843.875,293.546,1.612,1.236
1972,451,0.212,0,2854866,185,2898.445,298.81,1.619,1.322
1973,451,0.231,0,2913347,183,2953.014,305.896,1.631,1.408
1974,451,0.241,0,2974105,180,3007.584,312.749,1.636,1.494
1975,451,0.241,0,3037158,178,3062.153,318.606,1.613,1.58
1976,451,0.241,0,3102595,175,3116.722,323.83,1.579,1.666
1977,451,0.232,0,3170503,173,3171.292,330.615,1.555,1.752
1978,451,0.2,0,3240841,171,3225.861,338.205,1.558,1.838
1979,451,0.193,0,3313506,169,3280.431,344.114,1.578,1.924
1980,451,0.191,0,3388494,167,3335,351.194,1.582,2.01
1981,451,0.183,0,3464113,166,3424.1,359.961,1.589,2.101
1982,451,0.185,0,3540164,164,3513.2,369.021,1.603,2.192
1983,451,0.186,0,3619854,163,3602.3,376.949,1.581,2.283
1984,451,0.186,0,3707513,162,3691.4,386.847,1.581,2.374
1985,451,0.188,0,3805304,160,3780.5,395.605,1.558,2.465
1986,451,0.195,0,3916685,159,3869.6,406.249,1.55,2.556
1987,451,0.197,1,4038154,158,3958.7,419.62,1.564,2.647
1988,451,0.197,0,4156636,158,4047.8,430.475,1.561,2.738
1989,451,0.197,0,4254434,157,4136.9,441.109,1.558,2.829
1990,451,0.197,0,4319763,157,4226,448.899,1.544,2.92
1991,451,0.198,0,4348663,156,4285,454.762,1.503,2.991
1992,451,0.147,2,4347727,156,4344,453.162,1.412,3.062
1993,451,0.146,0,4328965,155,4403,451.852,1.418,3.133
1994,451,0.156,0,4309780,155,4462,449.863,1.428,3.204
1995,451,0.162,1,4303953,153,4521,446.818,1.348,3.275
1996,451,0.281,2,4312660,152,4580,443.742,1.224,3.346
1997,451,0.278,2,4335295,150,4639,443.738,1.106,3.417
1998,451,0.219,0,4381484,148,4698,444.159,1.043,3.488
1999,451,0.235,0,4462374,146,4757,448.043,0.965,3.559
2000,451,0.236,0,4584570,143,4816,459.445,0.987,3.63
2001,451,0.236,0,4754069,141,,477.56,1.03,3.666
2002,451,0.435,0,4965770,138,,500.722,1.13,3.702
2003,451,0.568,0,5201074,135,,524.08,1.174,3.738
2004,451,0.57,0,5433995,131,,541.382,1.195,3.774
2005,451,0.57,0,5645629,128,,558.983,1.201,3.81
2006,451,0.57,0,5829240,125,,574.531,1.222,3.846
2007,451,0.55,0,5989641,121,,590.6,1.265,3.882
2008,451,0.525,0,6133599,116,,604.372,1.298,3.918
2009,451,0.525,0,6272735,112,,617.797,1.337,3.954
2010,451,0.525,0,6415636,107,,630.385,1.377,3.99
2011,451,0.525,0,6563238,102,,642.801,1.456,3.99
2012,451,0.517,0,6712586,97.9,,663.181,1.615,3.99
2013,451,0.509,0,6863975,93.8,,688.031,1.789,3.99
2014,451,0.509,0,7017153,90.2,,706.247,1.79,3.99
2015,451,0.509,0,7171909,87.1,,714.729,1.61,3.99
2016,451,0.509,0,7328846,,,732.185,1.591,3.99
2017,451,0.513,0,7488427,,,749.568,1.623,3.99
2018,451,0.54,0,7650149,,,771.517,1.658,3.99
2019,451,0.544,0,7813207,,,793.753,1.673,3.99
2020,451,0.551,0,7976985,,,,,3.99
2021,451,0.553,0,,,,,,3.99
1789,230,0.02,,,,,1206.819,1.647,
1790,230,0.02,,,,,1211.004,1.662,
1791,230,0.02,,,,,1211.6,1.677,
1792,230,0.02,,,,,1214.042,1.691,
1793,230,0.02,,,,,1215.33,1.702,
1794,230,0.02,,,,,1218.571,1.713,
1795,230,0.02,,,,,1222.209,1.716,
1796,230,0.02,,,,,1224.856,1.73,
1797,230,0.02,,,,,1227.745,1.746,
1798,230,0.02,,,,,1230.623,1.773,
1799,230,0.02,,,,,1230.783,1.794,
1800,230,0.02,,,,11500,1230.498,1.825,
1801,230,0.02,,,,11535.15,1229.408,1.807,
1802,230,0.02,,,,11570.3,1229.821,1.803,
1803,230,0.02,,,,11605.45,1231.015,1.776,
1804,230,0.02,,,,11640.6,1228.69,1.739,
1805,230,0.02,,,,11675.75,1236.893,1.716,
1806,230,0.02,,,,11710.9,1240.766,1.711,
1807,230,0.02,,,,11746.05,1245.268,1.714,
1808,230,0.022,,,,11781.2,1252.06,1.721,
1809,230,0.07,,,,11816.35,1253.543,1.72,
1810,230,0.07,,,,11851.5,1260.253,1.724,
1811,230,0.07,,,,11886.65,1265.379,1.728,
1812,230,0.102,,,,11921.8,1272.107,1.724,
1813,230,0.123,,,,11956.95,1274.587,1.722,
1814,230,0.082,,,,11992.1,1278.414,1.727,
1815,230,0.034,,,,12027.25,1282.672,1.724,
1816,230,0.034,,,,12062.4,1283.706,1.746,
1817,230,0.034,,,,12097.55,1292.793,1.754,
1818,230,0.034,,,,12132.7,1296.753,1.763,
1819,230,0.034,,,,12167.85,1302.946,1.776,
1820,230,0.122,,,,12203,1307.08,1.784,
1821,230,0.181,,,,12286.8,1315.191,1.809,
1822,230,0.18,,,,12370.6,1323.962,1.837,
1823,230,0.172,,,,12454.4,1328.683,1.849,
1824,230,0.039,,,,12538.2,1338.305,1.868,
1825,230,0.039,,,,12622,1343.728,1.9,
1826,230,0.039,,,,12705.8,1352.746,1.949,
1827,230,0.039,,,,12789.6,1365.989,2.001,
1828,230,0.039,,,,12873.4,1371.452,2.027,
1829,230,0.039,,,,12957.2,1380.993,2.066,
1830,230,0.039,,,,13041,1396.779,2.117,
1831,230,0.039,,,,13130.6,1406.599,2.115,
1832,230,0.039,,,,13220.2,1415.536,2.126,
1833,230,0.04,,,,13309.8,1420.647,2.117,
1834,230,0.061,,,,13399.4,1430.548,2.103,
1835,230,0.064,,,,13489,1436.079,2.083,
1836,230,0.185,,,,13578.6,1445.19,2.114,
1837,230,0.156,,,,13668.2,1457.453,2.147,
1838,230,0.161,,,,13757.8,1467.68,2.191,
1839,230,0.161,,,,13847.4,1479.793,2.236,
1840,230,0.177,,,,13937,1493.34,2.279,
1841,230,0.129,,,,14032.7,1499.018,2.255,
1842,230,0.129,,,,14128.4,1505.645,2.231,
1843,230,0.131,,,,14224.1,1512.774,2.199,
1844,230,0.131,,,,14319.8,1531.526,2.181,
1845,230,0.131,,,,14415.5,1537.24,2.163,
1846,230,0.127,,,,14511.2,1553.373,2.186,
1847,230,0.127,,,,14606.9,1558.427,2.213,
1848,230,0.123,,,,14702.6,1571.687,2.235,
1849,230,0.123,,,,14798.3,1591.86,2.277,
1850,230,0.123,,,,14894,1611.164,2.296,
1851,230,0.122,,,,14968.8,1619.5,2.3,
1852,230,0.122,,,,15043.6,1634.469,2.324,
1853,230,0.122,,,,15118.4,1643.343,2.333,
1854,230,0.126,,,,15193.2,1647.06,2.367,
1855,230,0.145,,,,15268,1652.102,2.413,
1856,230,0.145,,,,15342.8,1659.906,2.366,
1857,230,0.127,,,,15417.6,1670.594,2.345,
1858,230,0.128,,,175,15492.4,1680.73,2.373,
1859,230,0.131,,,191,15567.2,1687.659,2.442,
1860,230,0.131,,,174,15642,1700.168,2.539,
1861,230,0.131,,,168,15697.9,1704.904,2.529,
1862,230,0.131,,,175,15753.8,1716.627,2.545,
1863,230,0.131,,,190,15809.7,1719.818,2.536,
1864,230,0.13,,,200,15865.6,1733.214,2.531,
1865,230,0.131,,,201,15921.5,1735.378,2.508,
1866,230,0.132,,,185,15977.4,1743.369,2.518,
1867,230,0.128,,,188,16033.3,1750.468,2.468,
1868,230,0.143,,,212,16089.2,1738.423,2.366,
1869,230,0.27,,,196,16145.1,1741.972,2.384,
1870,230,0.272,,,203,16201,1736.702,2.452,1.506
1871,230,0.27,,,202.125,16266.8,1737.139,2.562,1.559
1872,230,0.271,,,201.25,16332.6,1744.69,2.787,1.613
1873,230,0.271,,,200.375,16398.4,1748.827,2.935,1.666
1874,230,0.195,,,199.5,16464.2,1750.012,2.886,1.72
1875,230,0.164,,,198.625,16530,1756.124,2.926,1.773
1876,230,0.164,,,197.75,16595.8,1765.329,3.022,1.826
1877,230,0.164,,,196.875,16661.6,1780.596,3.142,1.88
1878,230,0.164,,,196,16727.4,1791.926,3.11,1.933
1879,230,0.138,,,191,16793.2,1792.947,3.029,1.987
1880,230,0.143,,,190,16859,1801.685,3.072,2.04
1881,230,0.148,,,189,16948.8,1821.205,3.172,2.099
1882,230,0.159,,,192,17038.6,1830.693,3.224,2.159
1883,230,0.159,,,204,17128.4,1836.201,3.254,2.218
1884,230,0.16,,,186,17218.2,1852.58,3.236,2.278
1885,230,0.16,,,192,17308,1860.609,3.158,2.337
1886,230,0.159,,,175,17397.8,1867.158,3.091,2.396
1887,230,0.159,,,199,17487.6,1873.883,3.068,2.456
1888,230,0.159,,,184,17577.4,1878.704,3.111,2.515
1889,230,0.159,,,185.667,17667.2,1887.115,3.111,2.575
1890,230,0.159,,,187.333,17757,1889.163,3.122,2.634
1891,230,0.187,,,189,17837.9,1907.715,3.278,2.683
1892,230,0.187,,,190.667,17918.8,1913.677,3.34,2.731
1893,230,0.188,,,192.333,17999.7,1921.975,3.305,2.78
1894,230,0.186,,,194,18080.6,1922.356,3.287,2.828
1895,230,0.186,,,195.667,18161.5,1934.626,3.219,2.877
1896,230,0.185,,,197.333,18242.4,1937.536,3.103,2.926
1897,230,0.185,,,199,18323.3,1952.474,3.158,2.974
1898,230,0.186,,,200.667,18404.2,1965.629,3.27,3.023
1899,230,0.186,,,202.333,18485.1,1973.374,3.318,3.071
1900,230,0.186,,,204,18566,1980.126,3.367,3.12
1901,230,0.185,,,185,18695.2,2003.12,3.499,3.155
1902,230,0.184,,,180,18824.4,2013.485,3.472,3.19
1903,230,0.184,,,162,18953.6,2036.291,3.455,3.224
1904,230,0.184,,,173,19082.8,2046.211,3.431,3.259
1905,230,0.184,,,161,19212,2053.304,3.414,3.294
1906,230,0.183,,,174,19341.2,2068.607,3.51,3.329
1907,230,0.183,,,158,19470.4,2084.058,3.571,3.364
1908,230,0.183,,,160,19599.6,2099.541,3.63,3.398
1909,230,0.183,,,154,19728.8,2108.809,3.654,3.433
1910,230,0.181,,,149,19858,2116.78,3.586,3.468
1911,230,0.18,,,162,19995.4,2145.157,3.69,3.49
1912,230,0.18,,,138,20132.8,2166.442,3.714,3.512
1913,230,0.18,,,155,20270.2,2175.104,3.728,3.533
1914,230,0.18,,,152,20407.6,2203.615,3.78,3.555
1915,230,0.181,,,152,20545,2224.722,3.832,3.577
1916,230,0.181,,,147,20682.4,2246.121,3.889,3.599
1917,230,0.181,,,155,20819.8,2258.49,3.886,3.621
1918,230,0.18,,,183,20957.2,2265.52,3.886,3.642
1919,230,0.18,,,156,21094.6,2268.033,3.934,3.664
1920,230,0.18,,,114,21232,2277.78,4.089,3.686
1921,230,0.179,,,147,21453.3,2295.06,4.208,3.694
1922,230,0.177,,,142,21674.6,2314.523,4.289,3.703
1923,230,0.109,,,148,21895.9,2334.54,4.351,3.711
1924,230,0.06,,,140,22117.2,2346.526,4.361,3.72
1925,230,0.06,,,137,22338.5,2331.493,4.263,3.728
1926,230,0.06,,,128,22559.8,2388.056,4.558,3.736
1927,230,0.06,,,127,22781.1,2418.16,4.783,3.745
1928,230,0.06,,,126,23002.4,2430.386,4.756,3.753
1929,230,0.06,,,123,23223.7,2473.635,4.845,3.762
1930,230,0.062,,,117,23445,2512.115,4.885,3.77
1931,230,0.257,,,117,23676.2,2540.046,4.828,3.85
1932,230,0.561,,,112,23907.4,2578.785,4.762,3.93
1933,230,0.56,,,112,24138.6,2597.505,4.525,4.01
1934,230,0.553,,,113,24369.8,2644.138,4.585,4.09
1935,230,0.553,,,109,24601,2680.982,4.425,4.17
1936,230,0.506,,,109,24832.2,2692.31,3.832,4.25
1937,230,0.359,,,130,25063.4,2696.952,3.499,4.33
1938,230,0.346,,,120,25294.6,2714.87,3.426,4.41
1939,230,0.18,,,135,25525.8,2760.855,3.644,4.49
1940,230,0.07,,,109,25757,2782.444,3.886,4.57
1941,230,0.069,,,143,25987.596,2794.803,4.025,4.604
1942,230,0.069,,,103,26218.192,2812.994,4.19,4.638
1943,230,0.069,,,99,26448.788,2836.558,4.335,4.672
1944,230,0.069,,,93,26679.384,2858.282,4.377,4.706
1945,230,0.069,,,85,26909.98,2879.378,4.297,4.74
1946,230,0.069,,,87,27140.576,2903.957,4.311,4.774
1947,230,0.069,,,71,27371.172,2928.934,4.337,4.808
1948,230,0.069,,,64,27601.768,2961.243,4.27,4.842
1949,230,0.069,,,69,27832.364,2986.743,4.194,4.876
1950,230,0.07,0,,90.5,28062.96,2981.685,4.156,4.91
1951,230,0.07,0,,80.7,28320.783,3032.022,4.53,4.975
1952,230,0.07,0,,73,28578.606,3062.605,4.791,5.04
1953,230,0.07,0,,67.4,28836.429,3067.666,4.876,5.105
1954,230,0.07,0,,64,29094.252,3108.06,5.166,5.17
1955,230,0.07,0,,61.9,29352.075,3141.499,5.374,5.235
1956,230,0.07,0,,60,29609.898,3172.544,5.651,5.3
1957,230,0.07,0,,57.4,29867.721,3204.199,5.856,5.365
1958,230,0.07,0,,54.5,30125.544,3232.558,6.031,5.43
1959,230,0.07,0,,51.1,30383.367,3247.011,6.071,5.495
1960,230,0.07,0,30455000,47.7,30641.19,3273.082,6.255,5.56
1961,230,0.071,0,30739250,44.4,30964.719,3319.92,6.991,5.645
1962,230,0.071,0,31023366,41.7,31288.248,3359.16,7.67,5.73
1963,230,0.072,0,31296651,39.3,31611.777,3394.762,8.293,5.815
1964,230,0.072,0,31609195,37.3,31935.306,3422.052,8.776,5.9
1965,230,0.072,0,31954292,35.6,32258.835,3456.313,9.294,5.985
1966,230,0.077,0,32283194,33.9,32582.364,3498.481,9.79,6.07
1967,230,0.086,0,32682947,32.1,32905.893,3540.437,10.286,6.155
1968,230,0.104,0,33113134,30.1,33229.422,3586.134,10.757,6.24
1969,230,0.104,0,33441054,27.8,33552.951,3624.956,11.433,6.325
1970,230,0.104,0,33814531,25.5,33876.48,3643.106,11.591,6.41
1971,230,0.106,0,34224490,24,34237.668,3698.067,12.423,6.503
1972,230,0.113,0,34604469,22.6,34598.856,3740.829,13.234,6.596
1973,230,0.113,0,34988947,21.3,34960.044,3763.22,13.756,6.689
1974,230,0.114,0,35373335,20,35321.232,3824.339,14.665,6.782
1975,230,0.114,0,35757900,20.4,35682.42,3852.311,15.089,6.875
1976,230,0.145,0,36137812,20.4,36043.608,3889.773,15.615,6.968
1977,230,0.379,0,36511638,19.7,36404.796,3932.215,16.006,7.061
1978,230,0.525,0,36864898,18.4,36765.984,3963.005,16.234,7.154
1979,230,0.86,0,37191330,16.8,37127.172,3995.651,16.348,7.247
1980,230,0.874,0,37491165,15.3,37488.36,4041.081,16.452,7.34
1981,230,0.874,1,37758631,14.1,37674.601,4054.039,16.319,7.451
1982,230,0.884,0,37986012,13.2,37860.842,4082.499,16.315,7.562
1983,230,0.891,0,38171525,12.6,38047.083,4098.906,16.326,7.673
1984,230,0.891,0,38330364,12,38233.324,4105.665,16.455,7.784
1985,230,0.891,0,38469512,11.4,38419.565,4118.924,16.754,7.895
1986,230,0.89,0,38584624,10.9,38605.806,4134.847,17.413,8.006
1987,230,0.894,0,38684815,10.4,38792.047,4149.871,18.366,8.117
1988,230,0.894,0,38766939,10.1,38978.288,4170.7,19.442,8.228
1989,230,0.894,0,38827764,9.7,39164.529,4182.207,20.478,8.339
1990,230,0.894,0,38867322,9.3,39350.77,4178.244,21.832,8.45
1991,230,0.894,0,38966376,8.8,39417.301,4199.24,22.493,8.555
1992,230,0.894,0,39157685,8.5,39483.832,4203.196,22.83,8.66
1993,230,0.894,0,39361262,8,39550.363,4219.672,22.935,8.765
1994,230,0.894,0,39549108,7.5,39616.894,4238.772,23.416,8.87
1995,230,0.894,0,39724050,6.9,39683.425,4258.884,24.113,8.975
1996,230,0.896,0,39889852,6.4,39749.956,4272.386,24.807,9.08
